puzzle,solution,pretty_puzzle
073000005900006132000290480800950216591040000627018954005021700400000560719400800,273184695948576132156293487834957216591642378627318954365821749482739561719465823,"  7 3 |       |     5
9     |     6 | 1 3 2
      | 2 9   | 4 8  
- - - + - - - + - - -
8     | 9 5   | 2 1 6
5 9 1 |   4   |      
6 2 7 |   1 8 | 9 5 4
- - - + - - - + - - -
    5 |   2 1 | 7    
4     |       | 5 6  
7 1 9 | 4     | 8    "
000360158687010329105200746200096071708142063400700000810470090020900600500601800,942367158687514329135289746253896471798142563461735982816473295324958617579621834,"      | 3 6   | 1 5 8
6 8 7 |   1   | 3 2 9
1   5 | 2     | 7 4 6
- - - + - - - + - - -
2     |   9 6 |   7 1
7   8 | 1 4 2 |   6 3
4     | 7     |      
- - - + - - - + - - -
8 1   | 4 7   |   9  
  2   | 9     | 6    
5     | 6   1 | 8    "
720045360509003217603010090950061002204830175038702046810594723092378600300006489,721945368549683217683217594957461832264839175138752946816594723492378651375126489,"7 2   |   4 5 | 3 6  
5   9 |     3 | 2 1 7
6   3 |   1   |   9  
- - - + - - - + - - -
9 5   |   6 1 |     2
2   4 | 8 3   | 1 7 5
  3 8 | 7   2 |   4 6
- - - + - - - + - - -
8 1   | 5 9 4 | 7 2 3
  9 2 | 3 7 8 | 6    
3     |     6 | 4 8 9"
530097080000050043000002560056921830081700000042006150008000376695073008003804025,534697281269158743817432569756921834381745692942386157428519376695273418173864925,"5 3   |   9 7 |   8  
      |   5   |   4 3
      |     2 | 5 6  
- - - + - - - + - - -
  5 6 | 9 2 1 | 8 3  
  8 1 | 7     |      
  4 2 |     6 | 1 5  
- - - + - - - + - - -
    8 |       | 3 7 6
6 9 5 |   7 3 |     8
    3 | 8   4 |   2 5"
047028960000065701002037058700090800280006310301042075800054037470009506105083294,547128963938465721612937458756391842284576319391842675829654137473219586165783294,"  4 7 |   2 8 | 9 6  
      |   6 5 | 7   1
    2 |   3 7 |   5 8
- - - + - - - + - - -
7     |   9   | 8    
2 8   |     6 | 3 1  
3   1 |   4 2 |   7 5
- - - + - - - + - - -
8     |   5 4 |   3 7
4 7   |     9 | 5   6
1   5 |   8 3 | 2 9 4"
040035876031000024560420309015780903072090040396004000007601030000073000603840751,249135876731968524568427319415782963872396145396514287987651432154273698623849751,"  4   |   3 5 | 8 7 6
  3 1 |       |   2 4
5 6   | 4 2   | 3   9
- - - + - - - + - - -
  1 5 | 7 8   | 9   3
  7 2 |   9   |   4  
3 9 6 |     4 |      
- - - + - - - + - - -
    7 | 6   1 |   3  
      |   7 3 |      
6   3 | 8 4   | 7 5 1"
250083609000000740700406000120040876640000920030062004500030492300004507400659381,254783619963521748781496235129345876645178923837962154516837492398214567472659381,"2 5   |   8 3 | 6   9
      |       | 7 4  
7     | 4   6 |      
- - - + - - - + - - -
1 2   |   4   | 8 7 6
6 4   |       | 9 2  
  3   |   6 2 |     4
- - - + - - - + - - -
5     |   3   | 4 9 2
3     |     4 | 5   7
4     | 6 5 9 | 3 8 1"
170004005004310728503670009030457082081030067750860304200146000300789001007503006,178294635964315728523678419639457182481932567752861394295146873346789251817523946,"1 7   |     4 |     5
    4 | 3 1   | 7 2 8
5   3 | 6 7   |     9
- - - + - - - + - - -
  3   | 4 5 7 |   8 2
  8 1 |   3   |   6 7
7 5   | 8 6   | 3   4
- - - + - - - + - - -
2     | 1 4 6 |      
3     | 7 8 9 |     1
    7 | 5   3 |     6"
902436871467201935080907206214590768506000092809040100708364510690800324345020687,952436871467281935183957246214593768536718492879642153728364519691875324345129687,"9   2 | 4 3 6 | 8 7 1
4 6 7 | 2   1 | 9 3 5
  8   | 9   7 | 2   6
- - - + - - - + - - -
2 1 4 | 5 9   | 7 6 8
5   6 |       |   9 2
8   9 |   4   | 1    
- - - + - - - + - - -
7   8 | 3 6 4 | 5 1  
6 9   | 8     | 3 2 4
3 4 5 |   2   | 6 8 7"
107082936032950018089070500000005100790018420000009000006500380008364201004801650,157482936432956718689173542863245179795618423241739865916527384578364291324891657,"1   7 |   8 2 | 9 3 6
  3 2 | 9 5   |   1 8
  8 9 |   7   | 5    
- - - + - - - + - - -
      |     5 | 1    
7 9   |   1 8 | 4 2  
      |     9 |      
- - - + - - - + - - -
    6 | 5     | 3 8  
    8 | 3 6 4 | 2   1
    4 | 8   1 | 6 5  "
206100003001628004000000612600319045159072300340065107020906030063080079004007006,296154783731628954485793612678319245159472368342865197827946531563281479914537826,"2   6 | 1     |     3
    1 | 6 2 8 |     4
      |       | 6 1 2
- - - + - - - + - - -
6     | 3 1 9 |   4 5
1 5 9 |   7 2 | 3    
3 4   |   6 5 | 1   7
- - - + - - - + - - -
  2   | 9   6 |   3  
  6 3 |   8   |   7 9
    4 |     7 |     6"
000016000802000690069002301528769043390040502047200800001620485000198030200500906,435916728812357694769482351528769143396841572147235869971623485654198237283574916,"      |   1 6 |      
8   2 |       | 6 9  
  6 9 |     2 | 3   1
- - - + - - - + - - -
5 2 8 | 7 6 9 |   4 3
3 9   |   4   | 5   2
  4 7 | 2     | 8    
- - - + - - - + - - -
    1 | 6 2   | 4 8 5
      | 1 9 8 |   3  
2     | 5     | 9   6"
560490273402670508908005016040000850000002901705084632803506024627000180104807069,561498273432671598978235416249163857386752941715984632893516724627349185154827369,"5 6   | 4 9   | 2 7 3
4   2 | 6 7   | 5   8
9   8 |     5 |   1 6
- - - + - - - + - - -
  4   |       | 8 5  
      |     2 | 9   1
7   5 |   8 4 | 6 3 2
- - - + - - - + - - -
8   3 | 5   6 |   2 4
6 2 7 |       | 1 8  
1   4 | 8   7 |   6 9"
001307028036980107020400000160005900073000500090746800285094003300500640649103085,951367428436982157728451396164835972873219564592746831285694713317528649649173285,"    1 | 3   7 |   2 8
  3 6 | 9 8   | 1   7
  2   | 4     |      
- - - + - - - + - - -
1 6   |     5 | 9    
  7 3 |       | 5    
  9   | 7 4 6 | 8    
- - - + - - - + - - -
2 8 5 |   9 4 |     3
3     | 5     | 6 4  
6 4 9 | 1   3 |   8 5"
005000630398267400000000020002501869007096000160024570726009050840035206900012700,215948637398267415674153928432571869587396142169824573726489351841735296953612784,"    5 |       | 6 3  
3 9 8 | 2 6 7 | 4    
      |       |   2  
- - - + - - - + - - -
    2 | 5   1 | 8 6 9
    7 |   9 6 |      
1 6   |   2 4 | 5 7  
- - - + - - - + - - -
7 2 6 |     9 |   5  
8 4   |   3 5 | 2   6
9     |   1 2 | 7    "
090006005450130080006574900000951726009042350100360040900705230012000560040600007,391286475457139682286574913834951726679842351125367849968715234712493568543628197,"  9   |     6 |     5
4 5   | 1 3   |   8  
    6 | 5 7 4 | 9    
- - - + - - - + - - -
      | 9 5 1 | 7 2 6
    9 |   4 2 | 3 5  
1     | 3 6   |   4  
- - - + - - - + - - -
9     | 7   5 | 2 3  
  1 2 |       | 5 6  
  4   | 6     |     7"
709500006000907002120600030971062850043198600000700091390050048608419073014873905,739521486486937512125684739971362854543198627862745391397256148658419273214873965,"7   9 | 5     |     6
      | 9   7 |     2
1 2   | 6     |   3  
- - - + - - - + - - -
9 7 1 |   6 2 | 8 5  
  4 3 | 1 9 8 | 6    
      | 7     |   9 1
- - - + - - - + - - -
3 9   |   5   |   4 8
6   8 | 4 1 9 |   7 3
  1 4 | 8 7 3 | 9   5"
005018046094000025130520079002460501507100208600200734021059687000640900903801000,275918346894736125136524879382467591547193268619285734421359687758642913963871452,"    5 |   1 8 |   4 6
  9 4 |       |   2 5
1 3   | 5 2   |   7 9
- - - + - - - + - - -
    2 | 4 6   | 5   1
5   7 | 1     | 2   8
6     | 2     | 7 3 4
- - - + - - - + - - -
  2 1 |   5 9 | 6 8 7
      | 6 4   | 9    
9   3 | 8   1 |      "
200710000010090407576348902157983200462000039038260701600820003329051608005039020,294716385813592467576348912157983246462175839938264751641827593329451678785639124,"2     | 7 1   |      
  1   |   9   | 4   7
5 7 6 | 3 4 8 | 9   2
- - - + - - - + - - -
1 5 7 | 9 8 3 | 2    
4 6 2 |       |   3 9
  3 8 | 2 6   | 7   1
- - - + - - - + - - -
6     | 8 2   |     3
3 2 9 |   5 1 | 6   8
    5 |   3 9 |   2  "
806500074012040030754100006003050007500007283107020000095208641621030708400000352,836592174912746835754183926263859417549617283187324569395278641621435798478961352,"8   6 | 5     |   7 4
  1 2 |   4   |   3  
7 5 4 | 1     |     6
- - - + - - - + - - -
    3 |   5   |     7
5     |     7 | 2 8 3
1   7 |   2   |      
- - - + - - - + - - -
  9 5 | 2   8 | 6 4 1
6 2 1 |   3   | 7   8
4     |       | 3 5 2"
080602109596073028240509060609020835000000796300050000007830940030064001804201000,783642159596173428241589367619427835425318796378956214167835942932764581854291673,"  8   | 6   2 | 1   9
5 9 6 |   7 3 |   2 8
2 4   | 5   9 |   6  
- - - + - - - + - - -
6   9 |   2   | 8 3 5
      |       | 7 9 6
3     |   5   |      
- - - + - - - + - - -
    7 | 8 3   | 9 4  
  3   |   6 4 |     1
8   4 | 2   1 |      "
600902000300001250120053496010690075003100000000537082276809030500000000904315607,645982713397461258128753496812694375753128964469537182276849531531276849984315627,"6     | 9   2 |      
3     |     1 | 2 5  
1 2   |   5 3 | 4 9 6
- - - + - - - + - - -
  1   | 6 9   |   7 5
    3 | 1     |      
      | 5 3 7 |   8 2
- - - + - - - + - - -
2 7 6 | 8   9 |   3  
5     |       |      
9   4 | 3 1 5 | 6   7"
009160050000850902067020180280090743670480519495001006052610000040030005938245670,829164357314857962567923184281596743673482519495371826752619438146738295938245671,"    9 | 1 6   |   5  
      | 8 5   | 9   2
  6 7 |   2   | 1 8  
- - - + - - - + - - -
2 8   |   9   | 7 4 3
6 7   | 4 8   | 5 1 9
4 9 5 |     1 |     6
- - - + - - - + - - -
  5 2 | 6 1   |      
  4   |   3   |     5
9 3 8 | 2 4 5 | 6 7  "
005069070403157060206384015902500740687400591540006382300691857769800104158042600,815269473493157268276384915932518746687423591541976382324691857769835124158742639,"    5 |   6 9 |   7  
4   3 | 1 5 7 |   6  
2   6 | 3 8 4 |   1 5
- - - + - - - + - - -
9   2 | 5     | 7 4  
6 8 7 | 4     | 5 9 1
5 4   |     6 | 3 8 2
- - - + - - - + - - -
3     | 6 9 1 | 8 5 7
7 6 9 | 8     | 1   4
1 5 8 |   4 2 | 6    "
290004000570020064314076008030480750002300046007690032105760080780243610003008907,296834571578921364314576298631482759952317846847695132125769483789243615463158927,"2 9   |     4 |      
5 7   |   2   |   6 4
3 1 4 |   7 6 |     8
- - - + - - - + - - -
  3   | 4 8   | 7 5  
    2 | 3     |   4 6
    7 | 6 9   |   3 2
- - - + - - - + - - -
1   5 | 7 6   |   8  
7 8   | 2 4 3 | 6 1  
    3 |     8 | 9   7"
080602043534981206612700000200800400070126000390547060709460351000200680860019020,987652143534981276612734598256893417478126935391547862729468351143275689865319724,"  8   | 6   2 |   4 3
5 3 4 | 9 8 1 | 2   6
6 1 2 | 7     |      
- - - + - - - + - - -
2     | 8     | 4    
  7   | 1 2 6 |      
3 9   | 5 4 7 |   6  
- - - + - - - + - - -
7   9 | 4 6   | 3 5 1
      | 2     | 6 8  
8 6   |   1 9 |   2  "
006001597000976000007405602908547216760100053500803400659704020000000000803009761,486321597325976184197485632938547216764192853512863479659714328271638945843259761,"    6 |     1 | 5 9 7
      | 9 7 6 |      
    7 | 4   5 | 6   2
- - - + - - - + - - -
9   8 | 5 4 7 | 2 1 6
7 6   | 1     |   5 3
5     | 8   3 | 4    
- - - + - - - + - - -
6 5 9 | 7   4 |   2  
      |       |      
8   3 |     9 | 7 6 1"
735602980164978500920453761081397426603000107209160853052746319390081645410539278,735612984164978532928453761581397426643825197279164853852746319397281645416539278,"7 3 5 | 6   2 | 9 8  
1 6 4 | 9 7 8 | 5    
9 2   | 4 5 3 | 7 6 1
- - - + - - - + - - -
  8 1 | 3 9 7 | 4 2 6
6   3 |       | 1   7
2   9 | 1 6   | 8 5 3
- - - + - - - + - - -
  5 2 | 7 4 6 | 3 1 9
3 9   |   8 1 | 6 4 5
4 1   | 5 3 9 | 2 7 8"
916800075028674390074019600700040006060000800403060500030000000657420180801957060,916832475528674391374519628785241936162395847493768512239186754657423189841957263,"9 1 6 | 8     |   7 5
  2 8 | 6 7 4 | 3 9  
  7 4 |   1 9 | 6    
- - - + - - - + - - -
7     |   4   |     6
  6   |       | 8    
4   3 |   6   | 5    
- - - + - - - + - - -
  3   |       |      
6 5 7 | 4 2   | 1 8  
8   1 | 9 5 7 |   6  "
184562070030070205702900000271009050308725140005006807900000514500291030816453002,184562973639174285752938461271849356368725149495316827923687514547291638816453792,"1 8 4 | 5 6 2 |   7  
  3   |   7   | 2   5
7   2 | 9     |      
- - - + - - - + - - -
2 7 1 |     9 |   5  
3   8 | 7 2 5 | 1 4  
    5 |     6 | 8   7
- - - + - - - + - - -
9     |       | 5 1 4
5     | 2 9 1 |   3  
8 1 6 | 4 5 3 |     2"
824006070005297010900348625730105490258009137409083006687932540190004700040870069,824516973365297814971348625736125498258469137419783256687932541193654782542871369,"8 2 4 |     6 |   7  
    5 | 2 9 7 |   1  
9     | 3 4 8 | 6 2 5
- - - + - - - + - - -
7 3   | 1   5 | 4 9  
2 5 8 |     9 | 1 3 7
4   9 |   8 3 |     6
- - - + - - - + - - -
6 8 7 | 9 3 2 | 5 4  
1 9   |     4 | 7    
  4   | 8 7   |   6 9"
002007008050286040008010900693108020000705090574300000937850610086490050205670830,412937568759286341368514972693148725821765493574329186937852614186493257245671839,"    2 |     7 |     8
  5   | 2 8 6 |   4  
    8 |   1   | 9    
- - - + - - - + - - -
6 9 3 | 1   8 |   2  
      | 7   5 |   9  
5 7 4 | 3     |      
- - - + - - - + - - -
9 3 7 | 8 5   | 6 1  
  8 6 | 4 9   |   5  
2   5 | 6 7   | 8 3  "
020398605036250184857640032200986501000172360690034007318429056062713498749865213,124398675936257184857641932273986541485172369691534827318429756562713498749865213,"  2   | 3 9 8 | 6   5
  3 6 | 2 5   | 1 8 4
8 5 7 | 6 4   |   3 2
- - - + - - - + - - -
2     | 9 8 6 | 5   1
      | 1 7 2 | 3 6  
6 9   |   3 4 |     7
- - - + - - - + - - -
3 1 8 | 4 2 9 |   5 6
  6 2 | 7 1 3 | 4 9 8
7 4 9 | 8 6 5 | 2 1 3"
610030875090065001300148062138009056420050719950000300081007620000016583260080097,614932875892765431375148962138479256426853719957621348581397624749216583263584197,"6 1   |   3   | 8 7 5
  9   |   6 5 |     1
3     | 1 4 8 |   6 2
- - - + - - - + - - -
1 3 8 |     9 |   5 6
4 2   |   5   | 7 1 9
9 5   |       | 3    
- - - + - - - + - - -
  8 1 |     7 | 6 2  
      |   1 6 | 5 8 3
2 6   |   8   |   9 7"
004007830030640251000103074000562148040000023126080000369005412502010380081009065,214957836937648251658123974793562148845791623126384597369875412572416389481239765,"    4 |     7 | 8 3  
  3   | 6 4   | 2 5 1
      | 1   3 |   7 4
- - - + - - - + - - -
      | 5 6 2 | 1 4 8
  4   |       |   2 3
1 2 6 |   8   |      
- - - + - - - + - - -
3 6 9 |     5 | 4 1 2
5   2 |   1   | 3 8  
  8 1 |     9 |   6 5"
409300000500297438000650129900140853000570900015980670190830206600020001830001095,429318567561297438783654129976142853348576912215983674197835246654729381832461795,"4   9 | 3     |      
5     | 2 9 7 | 4 3 8
      | 6 5   | 1 2 9
- - - + - - - + - - -
9     | 1 4   | 8 5 3
      | 5 7   | 9    
  1 5 | 9 8   | 6 7  
- - - + - - - + - - -
1 9   | 8 3   | 2   6
6     |   2   |     1
8 3   |     1 |   9 5"
400100239580002000003600070046873120802050047000200080038509014000067053754010600,467185239589732461123694578946873125812956347375241986638529714291467853754318692,"4     | 1     | 2 3 9
5 8   |     2 |      
    3 | 6     |   7  
- - - + - - - + - - -
  4 6 | 8 7 3 | 1 2  
8   2 |   5   |   4 7
      | 2     |   8  
- - - + - - - + - - -
  3 8 | 5   9 |   1 4
      |   6 7 |   5 3
7 5 4 |   1   | 6    "
271069805064800379080700021042085930058040712010900500896070050135008407020006098,271369845564812379389754621742185936958643712613927584896471253135298467427536198,"2 7 1 |   6 9 | 8   5
  6 4 | 8     | 3 7 9
  8   | 7     |   2 1
- - - + - - - + - - -
  4 2 |   8 5 | 9 3  
  5 8 |   4   | 7 1 2
  1   | 9     | 5    
- - - + - - - + - - -
8 9 6 |   7   |   5  
1 3 5 |     8 | 4   7
  2   |     6 |   9 8"
060930217700601935930005006103072090852190070607483102010200000000800400080367500,564938217728641935931725846143572698852196374697483152316254789275819463489367521,"  6   | 9 3   | 2 1 7
7     | 6   1 | 9 3 5
9 3   |     5 |     6
- - - + - - - + - - -
1   3 |   7 2 |   9  
8 5 2 | 1 9   |   7  
6   7 | 4 8 3 | 1   2
- - - + - - - + - - -
  1   | 2     |      
      | 8     | 4    
  8   | 3 6 7 | 5    "
703498256829536174064102098081354729005009000392017805030245967247961583950783012,713498256829536174564172398681354729475829631392617845138245967247961583956783412,"7   3 | 4 9 8 | 2 5 6
8 2 9 | 5 3 6 | 1 7 4
  6 4 | 1   2 |   9 8
- - - + - - - + - - -
  8 1 | 3 5 4 | 7 2 9
    5 |     9 |      
3 9 2 |   1 7 | 8   5
- - - + - - - + - - -
  3   | 2 4 5 | 9 6 7
2 4 7 | 9 6 1 | 5 8 3
9 5   | 7 8 3 |   1 2"
096050041040610987781000200905000408820034050004000790478503610002470839300826500,296758341543612987781349265935167428827934156164285793478593612652471839319826574,"  9 6 |   5   |   4 1
  4   | 6 1   | 9 8 7
7 8 1 |       | 2    
- - - + - - - + - - -
9   5 |       | 4   8
8 2   |   3 4 |   5  
    4 |       | 7 9  
- - - + - - - + - - -
4 7 8 | 5   3 | 6 1  
    2 | 4 7   | 8 3 9
3     | 8 2 6 | 5    "
069084320870103504500792861705839140300001709008406005000920403400017002007040608,169584327872163594534792861725839146346251789918476235651928473483617952297345618,"  6 9 |   8 4 | 3 2  
8 7   | 1   3 | 5   4
5     | 7 9 2 | 8 6 1
- - - + - - - + - - -
7   5 | 8 3 9 | 1 4  
3     |     1 | 7   9
    8 | 4   6 |     5
- - - + - - - + - - -
      | 9 2   | 4   3
4     |   1 7 |     2
    7 |   4   | 6   8"
005900368083061040629008500070046005068359100951070030500000286890014003000685409,145927368783561942629438571372146895468359127951872634514793286896214753237685419,"    5 | 9     | 3 6 8
  8 3 |   6 1 |   4  
6 2 9 |     8 | 5    
- - - + - - - + - - -
  7   |   4 6 |     5
  6 8 | 3 5 9 | 1    
9 5 1 |   7   |   3  
- - - + - - - + - - -
5     |       | 2 8 6
8 9   |   1 4 |     3
      | 6 8 5 | 4   9"
803070462070306015006842700430200070100004506060105200000617924709050601001008300,893571462274396815516842739435269178182734596967185243358617924729453681641928357,"8   3 |   7   | 4 6 2
  7   | 3   6 |   1 5
    6 | 8 4 2 | 7    
- - - + - - - + - - -
4 3   | 2     |   7  
1     |     4 | 5   6
  6   | 1   5 | 2    
- - - + - - - + - - -
      | 6 1 7 | 9 2 4
7   9 |   5   | 6   1
    1 |     8 | 3    "
049670302000420097703109004075900140000860070380714906960007405230501000000296801,549678312816423597723159684675932148194865273382714956961387425238541769457296831,"  4 9 | 6 7   | 3   2
      | 4 2   |   9 7
7   3 | 1   9 |     4
- - - + - - - + - - -
  7 5 | 9     | 1 4  
      | 8 6   |   7  
3 8   | 7 1 4 | 9   6
- - - + - - - + - - -
9 6   |     7 | 4   5
2 3   | 5   1 |      
      | 2 9 6 | 8   1"
780690000519307468040800379906002103400150297251009680004071900305900001190000005,783694512519327468642815379976482153438156297251739684824571936365948721197263845,"7 8   | 6 9   |      
5 1 9 | 3   7 | 4 6 8
  4   | 8     | 3 7 9
- - - + - - - + - - -
9   6 |     2 | 1   3
4     | 1 5   | 2 9 7
2 5 1 |     9 | 6 8  
- - - + - - - + - - -
    4 |   7 1 | 9    
3   5 | 9     |     1
1 9   |       |     5"
204309006096002308030406900000003567070045200950067084009608075008520609305794820,214389756596172348837456912482913567671845293953267184129638475748521639365794821,"2   4 | 3   9 |     6
  9 6 |     2 | 3   8
  3   | 4   6 | 9    
- - - + - - - + - - -
      |     3 | 5 6 7
  7   |   4 5 | 2    
9 5   |   6 7 |   8 4
- - - + - - - + - - -
    9 | 6   8 |   7 5
    8 | 5 2   | 6   9
3   5 | 7 9 4 | 8 2  "
873201090010400800090008003037010900062780405480302167001836700358900000026045080,873261594215493876694578213537614928162789435489352167941836752358927641726145389,"8 7 3 | 2   1 |   9  
  1   | 4     | 8    
  9   |     8 |     3
- - - + - - - + - - -
  3 7 |   1   | 9    
  6 2 | 7 8   | 4   5
4 8   | 3   2 | 1 6 7
- - - + - - - + - - -
    1 | 8 3 6 | 7    
3 5 8 | 9     |      
  2 6 |   4 5 |   8  "
830096420600428300274010000000260580060857094089041200003000610150600040040070800,835796421691428357274513968417269583362857194589341276723984615158632749946175832,"8 3   |   9 6 | 4 2  
6     | 4 2 8 | 3    
2 7 4 |   1   |      
- - - + - - - + - - -
      | 2 6   | 5 8  
  6   | 8 5 7 |   9 4
  8 9 |   4 1 | 2    
- - - + - - - + - - -
    3 |       | 6 1  
1 5   | 6     |   4  
  4   |   7   | 8    "
060003258230608004780209630503804129800570463614002805057086900120037006046020380,469713258231658794785249631573864129892571463614392875357486912128937546946125387,"  6   |     3 | 2 5 8
2 3   | 6   8 |     4
7 8   | 2   9 | 6 3  
- - - + - - - + - - -
5   3 | 8   4 | 1 2 9
8     | 5 7   | 4 6 3
6 1 4 |     2 | 8   5
- - - + - - - + - - -
  5 7 |   8 6 | 9    
1 2   |   3 7 |     6
  4 6 |   2   | 3 8  "
064080207020064059980370001470590302530006798090237410010043076603001904708009020,164985237327164859985372641471598362532416798896237415219843576653721984748659123,"  6 4 |   8   | 2   7
  2   |   6 4 |   5 9
9 8   | 3 7   |     1
- - - + - - - + - - -
4 7   | 5 9   | 3   2
5 3   |     6 | 7 9 8
  9   | 2 3 7 | 4 1  
- - - + - - - + - - -
  1   |   4 3 |   7 6
6   3 |     1 | 9   4
7   8 |     9 |   2  "
095200000704930058238140976903758010000320080000600003306500090070860030852093167,695287341714936258238145976923758614561324789487619523346571892179862435852493167,"  9 5 | 2     |      
7   4 | 9 3   |   5 8
2 3 8 | 1 4   | 9 7 6
- - - + - - - + - - -
9   3 | 7 5 8 |   1  
      | 3 2   |   8  
      | 6     |     3
- - - + - - - + - - -
3   6 | 5     |   9  
  7   | 8 6   |   3  
8 5 2 |   9 3 | 1 6 7"
004817000078005904051403278009086047040209185100070692902008460865341729417902850,294817536378625914651493278529186347746239185183574692932758461865341729417962853,"    4 | 8 1 7 |      
  7 8 |     5 | 9   4
  5 1 | 4   3 | 2 7 8
- - - + - - - + - - -
    9 |   8 6 |   4 7
  4   | 2   9 | 1 8 5
1     |   7   | 6 9 2
- - - + - - - + - - -
9   2 |     8 | 4 6  
8 6 5 | 3 4 1 | 7 2 9
4 1 7 | 9   2 | 8 5  "
513040007000090004040871305125409073008700162607000549004536700069020450050084006,513642987872395614946871325125469873498753162637218549284536791369127458751984236,"5 1 3 |   4   |     7
      |   9   |     4
  4   | 8 7 1 | 3   5
- - - + - - - + - - -
1 2 5 | 4   9 |   7 3
    8 | 7     | 1 6 2
6   7 |       | 5 4 9
- - - + - - - + - - -
    4 | 5 3 6 | 7    
  6 9 |   2   | 4 5  
  5   |   8 4 |     6"
038200641004651073106804029307006095900040768680027000003002900019560002860000157,538279641294651873176834529347186295921345768685927314453712986719568432862493157,"  3 8 | 2     | 6 4 1
    4 | 6 5 1 |   7 3
1   6 | 8   4 |   2 9
- - - + - - - + - - -
3   7 |     6 |   9 5
9     |   4   | 7 6 8
6 8   |   2 7 |      
- - - + - - - + - - -
    3 |     2 | 9    
  1 9 | 5 6   |     2
8 6   |       | 1 5 7"
950710000003506001716020030500370102167250398320001547075000000231965004000040253,952713486843596721716428935584379162167254398329681547475832619231965874698147253,"9 5   | 7 1   |      
    3 | 5   6 |     1
7 1 6 |   2   |   3  
- - - + - - - + - - -
5     | 3 7   | 1   2
1 6 7 | 2 5   | 3 9 8
3 2   |     1 | 5 4 7
- - - + - - - + - - -
  7 5 |       |      
2 3 1 | 9 6 5 |     4
      |   4   | 2 5 3"
062804000008200046300561800045008030030010078000973200600389427907002000420750901,562894713198237546374561892745628139239415678816973254651389427987142365423756981,"  6 2 | 8   4 |      
    8 | 2     |   4 6
3     | 5 6 1 | 8    
- - - + - - - + - - -
  4 5 |     8 |   3  
  3   |   1   |   7 8
      | 9 7 3 | 2    
- - - + - - - + - - -
6     | 3 8 9 | 4 2 7
9   7 |     2 |      
4 2   | 7 5   | 9   1"
019573206236194785050060000670940528182057093045032067028016954000029831491085602,819573246236194785754268319673941528182657493945832167328716954567429831491385672,"  1 9 | 5 7 3 | 2   6
2 3 6 | 1 9 4 | 7 8 5
  5   |   6   |      
- - - + - - - + - - -
6 7   | 9 4   | 5 2 8
1 8 2 |   5 7 |   9 3
  4 5 |   3 2 |   6 7
- - - + - - - + - - -
  2 8 |   1 6 | 9 5 4
      |   2 9 | 8 3 1
4 9 1 |   8 5 | 6   2"
264380000739621840518007263380042607602700130975000480007000596456079010093500720,264385971739621845518497263381942657642758139975163482127834596456279318893516724,"2 6 4 | 3 8   |      
7 3 9 | 6 2 1 | 8 4  
5 1 8 |     7 | 2 6 3
- - - + - - - + - - -
3 8   |   4 2 | 6   7
6   2 | 7     | 1 3  
9 7 5 |       | 4 8  
- - - + - - - + - - -
    7 |       | 5 9 6
4 5 6 |   7 9 |   1  
  9 3 | 5     | 7 2  "
103007004560004010009100825900250068805000302002738109280000000000472586704096200,123587694568924713479163825937251468815649372642738159286315947391472586754896231,"1   3 |     7 |     4
5 6   |     4 |   1  
    9 | 1     | 8 2 5
- - - + - - - + - - -
9     | 2 5   |   6 8
8   5 |       | 3   2
    2 | 7 3 8 | 1   9
- - - + - - - + - - -
2 8   |       |      
      | 4 7 2 | 5 8 6
7   4 |   9 6 | 2    "
365020000018450700000680503834000265091264378027538100250976014189300600400010932,365729481918453726742681593834197265591264378627538149253976814189342657476815932,"3 6 5 |   2   |      
  1 8 | 4 5   | 7    
      | 6 8   | 5   3
- - - + - - - + - - -
8 3 4 |       | 2 6 5
  9 1 | 2 6 4 | 3 7 8
  2 7 | 5 3 8 | 1    
- - - + - - - + - - -
2 5   | 9 7 6 |   1 4
1 8 9 | 3     | 6    
4     |   1   | 9 3 2"
362009850540060093179500000085010009000704210210056048906805127051027904724003086,362479851548261793179538462485312679693784215217956348936845127851627934724193586,"3 6 2 |     9 | 8 5  
5 4   |   6   |   9 3
1 7 9 | 5     |      
- - - + - - - + - - -
  8 5 |   1   |     9
      | 7   4 | 2 1  
2 1   |   5 6 |   4 8
- - - + - - - + - - -
9   6 | 8   5 | 1 2 7
  5 1 |   2 7 | 9   4
7 2 4 |     3 |   8 6"
621000084703280590900104607085090400264750010300801065006018942000427106010005030,621579384743286591958134627185692473264753819397841265576318942839427156412965738,"6 2 1 |       |   8 4
7   3 | 2 8   | 5 9  
9     | 1   4 | 6   7
- - - + - - - + - - -
  8 5 |   9   | 4    
2 6 4 | 7 5   |   1  
3     | 8   1 |   6 5
- - - + - - - + - - -
    6 |   1 8 | 9 4 2
      | 4 2 7 | 1   6
  1   |     5 |   3  "
471005006038096005695000240800700610700600409506034827007269500054001700002500081,471825396238496175695173248849752613723618459516934827187269534954381762362547981,"4 7 1 |     5 |     6
  3 8 |   9 6 |     5
6 9 5 |       | 2 4  
- - - + - - - + - - -
8     | 7     | 6 1  
7     | 6     | 4   9
5   6 |   3 4 | 8 2 7
- - - + - - - + - - -
    7 | 2 6 9 | 5    
  5 4 |     1 | 7    
    2 | 5     |   8 1"
